품목일련번호,is_capsule,shape,color,path,white,yellow,green,red_brown,black_blue_purple
200404659,0,원형,"white, white",D:/drug/cropped\200404659_1.jpg,1,0,0,0,0
200707874,0,원형,"white, white",D:/drug/cropped\200707874_1.jpg,1,0,0,0,0
200707894,0,원형,"white, white",D:/drug/cropped\200707894_1.jpg,1,0,0,0,0
201501446,1,타원형,"red_brown, red_brown",D:/drug/cropped\201501446_1.jpg,0,0,0,1,0
200701187,1,장방형,"green, green",D:/drug/cropped\200701187_1.jpg,0,0,1,0,0
200100027,0,원형,"white, white",D:/drug/cropped\200100027_1.jpg,1,0,0,0,0
200904422,0,각형,"yellow, yellow",D:/drug/cropped\200904422_1.jpg,0,1,0,0,0
200709692,0,타원형,"white, white",D:/drug/cropped\200709692_1.jpg,1,0,0,0,0
200608158,1,장방형,"red_brown, red_brown",D:/drug/cropped\200608158_1.jpg,0,0,0,1,0
199000005,0,타원형,"red_brown, red_brown",D:/drug/cropped\199000005_1.jpg,0,0,0,1,0
199700046,1,장방형,"yellow, white",D:/drug/cropped\199700046_1.jpg,1,1,0,0,0
199400028,0,원형,"white, white",D:/drug/cropped\199400028_1.jpg,1,0,0,0,0
199300101,0,원형,"white, white",D:/drug/cropped\199300101_1.jpg,1,0,0,0,0
200608133,0,장방형,"white, white",D:/drug/cropped\200608133_1.jpg,1,0,0,0,0
200608150,0,장방형,"white, white",D:/drug/cropped\200608150_1.jpg,1,0,0,0,0
200608151,0,타원형,"green, green",D:/drug/cropped\200608151_1.jpg,0,0,1,0,0
200706524,0,원형,"white, white",D:/drug/cropped\200706524_1.jpg,1,0,0,0,0
200704767,0,각형,"white, white",D:/drug/cropped\200704767_1.jpg,1,0,0,0,0
200805862,0,원형,"red_brown, red_brown",D:/drug/cropped\200805862_1.jpg,0,0,0,1,0
200001186,1,장방형,"red_brown, red_brown",D:/drug/cropped\200001186_1.jpg,0,0,0,1,0
200607967,1,장방형,"green, green",D:/drug/cropped\200607967_1.jpg,0,0,1,0,0
200607969,1,장방형,"black_blue_purple, black_blue_purple",D:/drug/cropped\200607969_1.jpg,0,0,0,0,1
200607972,0,장방형,"yellow, yellow",D:/drug/cropped\200607972_1.jpg,0,1,0,0,0
199806739,1,타원형,"yellow, yellow",D:/drug/cropped\199806739_1.jpg,0,1,0,0,0
200706244,0,원형,"white, white",D:/drug/cropped\200706244_1.jpg,1,0,0,0,0
200001187,1,타원형,"green, green",D:/drug/cropped\200001187_1.jpg,0,0,1,0,0
200200718,0,원형,"white, white",D:/drug/cropped\200200718_1.jpg,1,0,0,0,0
199900832,0,원형,"black_blue_purple, black_blue_purple",D:/drug/cropped\199900832_1.jpg,0,0,0,0,1
200300642,0,원형,"yellow, yellow",D:/drug/cropped\200300642_1.jpg,0,1,0,0,0
200705519,1,타원형,"red_brown, red_brown",D:/drug/cropped\200705519_1.jpg,0,0,0,1,0
200512154,0,기타,"white, white",D:/drug/cropped\200512154_1.jpg,1,0,0,0,0
200512155,0,원형,"white, white",D:/drug/cropped\200512155_1.jpg,1,0,0,0,0
200802864,0,타원형,"green, green",D:/drug/cropped\200802864_1.jpg,0,0,1,0,0
199403381,0,원형,"white, white",D:/drug/cropped\199403381_1.jpg,1,0,0,0,0
200701016,0,각형,"red_brown, red_brown",D:/drug/cropped\200701016_1.jpg,0,0,0,1,0
200701023,0,각형,"red_brown, red_brown",D:/drug/cropped\200701023_1.jpg,0,0,0,1,0
200701028,0,장방형,"white, white",D:/drug/cropped\200701028_1.jpg,1,0,0,0,0
200308855,0,타원형,"yellow, yellow",D:/drug/cropped\200308855_1.jpg,0,1,0,0,0
199900020,0,장방형,"green, green",D:/drug/cropped\199900020_1.jpg,0,0,1,0,0
199900021,0,장방형,"green, green",D:/drug/cropped\199900021_1.jpg,0,0,1,0,0
199703049,0,원형,"white, white",D:/drug/cropped\199703049_1.jpg,1,0,0,0,0
200604143,0,장방형,"white, white",D:/drug/cropped\200604143_1.jpg,1,0,0,0,0
200607975,0,장방형,"yellow, yellow",D:/drug/cropped\200607975_1.jpg,0,1,0,0,0
199604977,0,원형,"yellow, yellow",D:/drug/cropped\199604977_1.jpg,0,1,0,0,0
200000019,0,원형,"white, white",D:/drug/cropped\200000019_1.jpg,1,0,0,0,0
198800042,0,원형,"white, white",D:/drug/cropped\198800042_1.jpg,1,0,0,0,0
200500038,0,원형,"white, white",D:/drug/cropped\200500038_1.jpg,1,0,0,0,0
200500041,1,장방형,"yellow, white",D:/drug/cropped\200500041_1.jpg,1,1,0,0,0
200701226,0,원형,"yellow, yellow",D:/drug/cropped\200701226_1.jpg,0,1,0,0,0
199000030,0,원형,"white, white",D:/drug/cropped\199000030_1.jpg,1,0,0,0,0
200100035,0,장방형,"white, white",D:/drug/cropped\200100035_1.jpg,1,0,0,0,0
200703878,0,원형,"white, white",D:/drug/cropped\200703878_1.jpg,1,0,0,0,0
200404644,1,장방형,"yellow, yellow",D:/drug/cropped\200404644_1.jpg,0,1,0,0,0
200404646,0,장방형,"yellow, yellow",D:/drug/cropped\200404646_1.jpg,0,1,0,0,0
200404647,0,타원형,"white, white",D:/drug/cropped\200404647_1.jpg,1,0,0,0,0
200404648,0,원형,"black_blue_purple, black_blue_purple",D:/drug/cropped\200404648_1.jpg,0,0,0,0,1
199304459,0,원형,"yellow, yellow",D:/drug/cropped\199304459_1.jpg,0,1,0,0,0
199304460,0,원형,"black_blue_purple, black_blue_purple",D:/drug/cropped\199304460_1.jpg,0,0,0,0,1
199403297,0,원형,"white, white",D:/drug/cropped\199403297_1.jpg,1,0,0,0,0
200503619,0,원형,"white, white",D:/drug/cropped\200503619_1.jpg,1,0,0,0,0
200608159,0,원형,"white, white",D:/drug/cropped\200608159_1.jpg,1,0,0,0,0
199100038,0,원형,"yellow, yellow",D:/drug/cropped\199100038_1.jpg,0,1,0,0,0
200805631,0,장방형,"yellow, yellow",D:/drug/cropped\200805631_1.jpg,0,1,0,0,0
200805633,0,장방형,"white, white",D:/drug/cropped\200805633_1.jpg,1,0,0,0,0
200711926,0,타원형,"yellow, yellow",D:/drug/cropped\200711926_1.jpg,0,1,0,0,0
200711435,1,장방형,"green, white",D:/drug/cropped\200711435_1.jpg,1,0,1,0,0
200712375,0,장방형,"green, green",D:/drug/cropped\200712375_1.jpg,0,0,1,0,0
200708961,0,장방형,"red_brown, red_brown",D:/drug/cropped\200708961_1.jpg,0,0,0,1,0
200709025,1,타원형,"yellow, yellow",D:/drug/cropped\200709025_1.jpg,0,1,0,0,0
200710865,0,타원형,"white, white",D:/drug/cropped\200710865_1.jpg,1,0,0,0,0
200710892,0,각형,"yellow, yellow",D:/drug/cropped\200710892_1.jpg,0,1,0,0,0
200711855,1,장방형,"white, white",D:/drug/cropped\200711855_1.jpg,1,0,0,0,0
199900719,1,장방형,"black_blue_purple, yellow",D:/drug/cropped\199900719_1.jpg,0,1,0,0,1
200712252,0,장방형,"white, white",D:/drug/cropped\200712252_1.jpg,1,0,0,0,0
200708603,0,원형,"white, white",D:/drug/cropped\200708603_1.jpg,1,0,0,0,0
200710799,0,타원형,"white, white",D:/drug/cropped\200710799_1.jpg,1,0,0,0,0
200710808,0,장방형,"yellow, yellow",D:/drug/cropped\200710808_1.jpg,0,1,0,0,0
200710811,0,원형,"yellow, yellow",D:/drug/cropped\200710811_1.jpg,0,1,0,0,0
200809223,1,장방형,"red_brown, red_brown",D:/drug/cropped\200809223_1.jpg,0,0,0,1,0
200709247,0,원형,"white, white",D:/drug/cropped\200709247_1.jpg,1,0,0,0,0
200712284,1,장방형,"yellow, green",D:/drug/cropped\200712284_1.jpg,0,1,1,0,0
200401120,1,장방형,"red_brown, yellow",D:/drug/cropped\200401120_1.jpg,0,1,0,1,0
200811361,0,각형,"red_brown, red_brown",D:/drug/cropped\200811361_1.jpg,0,0,0,1,0
200709787,0,타원형,"white, white",D:/drug/cropped\200709787_1.jpg,1,0,0,0,0
200710634,0,원형,"green, green",D:/drug/cropped\200710634_1.jpg,0,0,1,0,0
200700191,0,장방형,"yellow, yellow",D:/drug/cropped\200700191_1.jpg,0,1,0,0,0
200501879,0,타원형,"white, white",D:/drug/cropped\200501879_1.jpg,1,0,0,0,0
200610978,0,타원형,"black_blue_purple, black_blue_purple",D:/drug/cropped\200610978_1.jpg,0,0,0,0,1
200610979,0,원형,"red_brown, red_brown",D:/drug/cropped\200610979_1.jpg,0,0,0,1,0
200605468,0,원형,"white, white",D:/drug/cropped\200605468_1.jpg,1,0,0,0,0
200706006,1,장방형,"black_blue_purple, white",D:/drug/cropped\200706006_1.jpg,1,0,0,0,1
200708838,1,장방형,"black_blue_purple, white",D:/drug/cropped\200708838_1.jpg,1,0,0,0,1
199401094,0,원형,"white, white",D:/drug/cropped\199401094_1.jpg,1,0,0,0,0
200712001,0,장방형,"black_blue_purple, black_blue_purple",D:/drug/cropped\200712001_1.jpg,0,0,0,0,1
200210767,1,장방형,"green, white",D:/drug/cropped\200210767_1.jpg,1,0,1,0,0
200302725,0,원형,"white, white",D:/drug/cropped\200302725_1.jpg,1,0,0,0,0
200402283,0,장방형,"white, white",D:/drug/cropped\200402283_1.jpg,1,0,0,0,0
200600353,0,원형,"yellow, yellow",D:/drug/cropped\200600353_1.jpg,0,1,0,0,0
200612563,1,타원형,"yellow, yellow",D:/drug/cropped\200612563_1.jpg,0,1,0,0,0
200701405,0,타원형,"white, white",D:/drug/cropped\200701405_1.jpg,1,0,0,0,0
200701406,0,원형,"yellow, yellow",D:/drug/cropped\200701406_1.jpg,0,1,0,0,0
200403681,1,타원형,"green, green",D:/drug/cropped\200403681_1.jpg,0,0,1,0,0
196200043,0,원형,"red_brown, red_brown",D:/drug/cropped\196200043_1.jpg,0,0,0,1,0
200100565,0,장방형,"white, white",D:/drug/cropped\200100565_1.jpg,1,0,0,0,0
200612567,0,장방형,"green, green",D:/drug/cropped\200612567_1.jpg,0,0,1,0,0
200707878,0,원형,"white, white",D:/drug/cropped\200707878_1.jpg,1,0,0,0,0
200709417,1,장방형,"red_brown, red_brown",D:/drug/cropped\200709417_1.jpg,0,0,0,1,0
200711967,0,타원형,"white, white",D:/drug/cropped\200711967_1.jpg,1,0,0,0,0
200708682,1,장방형,"yellow, white",D:/drug/cropped\200708682_1.jpg,1,1,0,0,0
200708711,0,원형,"yellow, yellow",D:/drug/cropped\200708711_1.jpg,0,1,0,0,0
200709070,0,원형,"white, white",D:/drug/cropped\200709070_1.jpg,1,0,0,0,0
200709249,0,장방형,"white, white",D:/drug/cropped\200709249_1.jpg,1,0,0,0,0
200705479,0,원형,"white, white",D:/drug/cropped\200705479_1.jpg,1,0,0,0,0
200300792,0,원형,"white, white",D:/drug/cropped\200300792_1.jpg,1,0,0,0,0
201207380,0,원형,"red_brown, red_brown",D:/drug/cropped\201207380_1.jpg,0,0,0,1,0
200710855,0,원형,"white, white",D:/drug/cropped\200710855_1.jpg,1,0,0,0,0
200710856,0,원형,"white, white",D:/drug/cropped\200710856_1.jpg,1,0,0,0,0
200712322,0,장방형,"yellow, yellow",D:/drug/cropped\200712322_1.jpg,0,1,0,0,0
200712331,0,장방형,"white, white",D:/drug/cropped\200712331_1.jpg,1,0,0,0,0
200710782,1,타원형,"green, green",D:/drug/cropped\200710782_1.jpg,0,0,1,0,0
200707175,0,원형,"white, white",D:/drug/cropped\200707175_1.jpg,1,0,0,0,0
200710633,0,장방형,"yellow, yellow",D:/drug/cropped\200710633_1.jpg,0,1,0,0,0
200700539,0,장방형,"white, white",D:/drug/cropped\200700539_1.jpg,1,0,0,0,0
200709865,0,장방형,"white, white",D:/drug/cropped\200709865_1.jpg,1,0,0,0,0
200708040,0,원형,"white, white",D:/drug/cropped\200708040_1.jpg,1,0,0,0,0
200809660,0,각형,"white, white",D:/drug/cropped\200809660_1.jpg,1,0,0,0,0
200701202,0,원형,"white, white",D:/drug/cropped\200701202_1.jpg,1,0,0,0,0
200610962,0,장방형,"white, white",D:/drug/cropped\200610962_1.jpg,1,0,0,0,0
198200378,0,원형,"white, white",D:/drug/cropped\198200378_1.jpg,1,0,0,0,0
200803737,0,타원형,"white, white",D:/drug/cropped\200803737_1.jpg,1,0,0,0,0
199403307,0,원형,"red_brown, red_brown",D:/drug/cropped\199403307_1.jpg,0,0,0,1,0
200702171,0,장방형,"white, white",D:/drug/cropped\200702171_1.jpg,1,0,0,0,0
200710427,1,장방형,"red_brown, red_brown",D:/drug/cropped\200710427_1.jpg,0,0,0,1,0
200710573,0,타원형,"white, white",D:/drug/cropped\200710573_1.jpg,1,0,0,0,0
200711680,0,원형,"white, white",D:/drug/cropped\200711680_1.jpg,1,0,0,0,0
200705392,0,장방형,"white, white",D:/drug/cropped\200705392_1.jpg,1,0,0,0,0
200809361,0,원형,"red_brown, red_brown",D:/drug/cropped\200809361_1.jpg,0,0,0,1,0
200611006,0,원형,"yellow, yellow",D:/drug/cropped\200611006_1.jpg,0,1,0,0,0
201007235,0,장방형,"white, white",D:/drug/cropped\201007235_1.jpg,1,0,0,0,0
200702195,0,원형,"yellow, yellow",D:/drug/cropped\200702195_1.jpg,0,1,0,0,0
200711918,1,타원형,"red_brown, red_brown",D:/drug/cropped\200711918_1.jpg,0,0,0,1,0
200709336,0,장방형,"white, white",D:/drug/cropped\200709336_1.jpg,1,0,0,0,0
200611068,0,원형,"white, white",D:/drug/cropped\200611068_1.jpg,1,0,0,0,0
200700565,0,각형,"red_brown, red_brown",D:/drug/cropped\200700565_1.jpg,0,0,0,1,0
200700566,0,각형,"red_brown, red_brown",D:/drug/cropped\200700566_1.jpg,0,0,0,1,0
200706828,0,원형,"white, white",D:/drug/cropped\200706828_1.jpg,1,0,0,0,0
200704960,0,원형,"white, white",D:/drug/cropped\200704960_1.jpg,1,0,0,0,0
200301122,0,타원형,"yellow, yellow",D:/drug/cropped\200301122_1.jpg,0,1,0,0,0
200401528,0,원형,"white, white",D:/drug/cropped\200401528_1.jpg,1,0,0,0,0
200706525,0,원형,"white, white",D:/drug/cropped\200706525_1.jpg,1,0,0,0,0
200701825,0,장방형,"white, white",D:/drug/cropped\200701825_1.jpg,1,0,0,0,0
200402879,0,원형,"white, white",D:/drug/cropped\200402879_1.jpg,1,0,0,0,0
201007258,1,장방형,"yellow, yellow",D:/drug/cropped\201007258_1.jpg,0,1,0,0,0
200611343,0,장방형,"yellow, yellow",D:/drug/cropped\200611343_1.jpg,0,1,0,0,0
200701969,0,원형,"yellow, yellow",D:/drug/cropped\200701969_1.jpg,0,1,0,0,0
200706030,0,타원형,"white, white",D:/drug/cropped\200706030_1.jpg,1,0,0,0,0
200701030,0,원형,"white, white",D:/drug/cropped\200701030_1.jpg,1,0,0,0,0
200710567,0,타원형,"white, white",D:/drug/cropped\200710567_1.jpg,1,0,0,0,0
200710606,0,타원형,"white, white",D:/drug/cropped\200710606_1.jpg,1,0,0,0,0
200611550,0,원형,"white, white",D:/drug/cropped\200611550_1.jpg,1,0,0,0,0
200005010,0,타원형,"white, white",D:/drug/cropped\200005010_1.jpg,1,0,0,0,0
200703280,0,장방형,"red_brown, red_brown",D:/drug/cropped\200703280_1.jpg,0,0,0,1,0
200711474,0,원형,"red_brown, red_brown",D:/drug/cropped\200711474_1.jpg,0,0,0,1,0
200711535,0,각형,"white, white",D:/drug/cropped\200711535_1.jpg,1,0,0,0,0
198600750,1,장방형,"white, white",D:/drug/cropped\198600750_1.jpg,1,0,0,0,0
200710202,0,장방형,"yellow, yellow",D:/drug/cropped\200710202_1.jpg,0,1,0,0,0
200611385,0,장방형,"black_blue_purple, black_blue_purple",D:/drug/cropped\200611385_1.jpg,0,0,0,0,1
200611386,0,원형,"yellow, yellow",D:/drug/cropped\200611386_1.jpg,0,1,0,0,0
200611389,0,원형,"white, white",D:/drug/cropped\200611389_1.jpg,1,0,0,0,0
200611095,0,장방형,"red_brown, red_brown",D:/drug/cropped\200611095_1.jpg,0,0,0,1,0
200611097,0,타원형,"white, white",D:/drug/cropped\200611097_1.jpg,1,0,0,0,0
200710530,0,원형,"white, white",D:/drug/cropped\200710530_1.jpg,1,0,0,0,0
200611118,1,장방형,"white, white",D:/drug/cropped\200611118_1.jpg,1,0,0,0,0
200611119,0,원형,"yellow, yellow",D:/drug/cropped\200611119_1.jpg,0,1,0,0,0
200402282,0,원형,"red_brown, red_brown",D:/drug/cropped\200402282_1.jpg,0,0,0,1,0
200708762,0,원형,"white, white",D:/drug/cropped\200708762_1.jpg,1,0,0,0,0
200805749,0,장방형,"yellow, yellow",D:/drug/cropped\200805749_1.jpg,0,1,0,0,0
201007222,0,장방형,"white, white",D:/drug/cropped\201007222_1.jpg,1,0,0,0,0
200611395,1,장방형,"white, white",D:/drug/cropped\200611395_1.jpg,1,0,0,0,0
200611120,0,장방형,"white, white",D:/drug/cropped\200611120_1.jpg,1,0,0,0,0
200805944,0,장방형,"white, white",D:/drug/cropped\200805944_1.jpg,1,0,0,0,0
200706272,0,원형,"white, white",D:/drug/cropped\200706272_1.jpg,1,0,0,0,0
200809586,0,타원형,"red_brown, red_brown",D:/drug/cropped\200809586_1.jpg,0,0,0,1,0
200611048,0,장방형,"black_blue_purple, black_blue_purple",D:/drug/cropped\200611048_1.jpg,0,0,0,0,1
200611049,1,타원형,"green, green",D:/drug/cropped\200611049_1.jpg,0,0,1,0,0
200708505,0,원형,"yellow, yellow",D:/drug/cropped\200708505_1.jpg,0,1,0,0,0
200611332,0,원형,"yellow, yellow",D:/drug/cropped\200611332_1.jpg,0,1,0,0,0
200707005,0,원형,"white, white",D:/drug/cropped\200707005_1.jpg,1,0,0,0,0
200707007,1,장방형,"black_blue_purple, yellow",D:/drug/cropped\200707007_1.jpg,0,1,0,0,1
200707393,1,장방형,"red_brown, red_brown",D:/drug/cropped\200707393_1.jpg,0,0,0,1,0
200809204,0,장방형,"red_brown, red_brown",D:/drug/cropped\200809204_1.jpg,0,0,0,1,0
200711527,1,장방형,"black_blue_purple, black_blue_purple",D:/drug/cropped\200711527_1.jpg,0,0,0,0,1
200701941,0,원형,"red_brown, red_brown",D:/drug/cropped\200701941_1.jpg,0,0,0,1,0
200611063,0,타원형,"white, white",D:/drug/cropped\200611063_1.jpg,1,0,0,0,0
200611064,0,장방형,"black_blue_purple, black_blue_purple",D:/drug/cropped\200611064_1.jpg,0,0,0,0,1
200611065,1,장방형,"black_blue_purple, white",D:/drug/cropped\200611065_1.jpg,1,0,0,0,1
200611066,0,장방형,"yellow, yellow",D:/drug/cropped\200611066_1.jpg,0,1,0,0,0
200701040,0,원형,"red_brown, red_brown",D:/drug/cropped\200701040_1.jpg,0,0,0,1,0
200809080,0,장방형,"white, white",D:/drug/cropped\200809080_1.jpg,1,0,0,0,0
200710529,0,원형,"white, white",D:/drug/cropped\200710529_1.jpg,1,0,0,0,0
200709806,1,타원형,"red_brown, red_brown",D:/drug/cropped\200709806_1.jpg,0,0,0,1,0
200611551,0,기타,"white, white",D:/drug/cropped\200611551_1.jpg,1,0,0,0,0
200611552,0,원형,"white, white",D:/drug/cropped\200611552_1.jpg,1,0,0,0,0
200611553,0,각형,"white, white",D:/drug/cropped\200611553_1.jpg,1,0,0,0,0
200401008,0,원형,"white, white",D:/drug/cropped\200401008_1.jpg,1,0,0,0,0
200611352,0,원형,"yellow, yellow",D:/drug/cropped\200611352_1.jpg,0,1,0,0,0
200611353,1,장방형,"red_brown, red_brown",D:/drug/cropped\200611353_1.jpg,0,0,0,1,0
200700150,0,원형,"yellow, yellow",D:/drug/cropped\200700150_1.jpg,0,1,0,0,0
200611369,0,타원형,"yellow, yellow",D:/drug/cropped\200611369_1.jpg,0,1,0,0,0
200611090,0,원형,"yellow, yellow",D:/drug/cropped\200611090_1.jpg,0,1,0,0,0
200611091,0,원형,"yellow, yellow",D:/drug/cropped\200611091_1.jpg,0,1,0,0,0
201007309,1,장방형,"red_brown, red_brown",D:/drug/cropped\201007309_1.jpg,0,0,0,1,0
200708370,1,장방형,"red_brown, yellow",D:/drug/cropped\200708370_1.jpg,0,1,0,1,0
199902448,1,장방형,"white, white",D:/drug/cropped\199902448_1.jpg,1,0,0,0,0
200103814,0,장방형,"white, white",D:/drug/cropped\200103814_1.jpg,1,0,0,0,0
200203439,0,장방형,"white, white",D:/drug/cropped\200203439_1.jpg,1,0,0,0,0
200611112,0,원형,"yellow, yellow",D:/drug/cropped\200611112_1.jpg,0,1,0,0,0
200103816,0,장방형,"green, green",D:/drug/cropped\200103816_1.jpg,0,0,1,0,0
200705099,0,각형,"red_brown, red_brown",D:/drug/cropped\200705099_1.jpg,0,0,0,1,0
200300990,0,장방형,"white, white",D:/drug/cropped\200300990_1.jpg,1,0,0,0,0
200809806,0,타원형,"white, white",D:/drug/cropped\200809806_1.jpg,1,0,0,0,0
200809710,0,타원형,"yellow, yellow",D:/drug/cropped\200809710_1.jpg,0,1,0,0,0
200611392,0,각형,"red_brown, red_brown",D:/drug/cropped\200611392_1.jpg,0,0,0,1,0
200709608,0,장방형,"yellow, yellow",D:/drug/cropped\200709608_1.jpg,0,1,0,0,0
200600695,0,장방형,"red_brown, red_brown",D:/drug/cropped\200600695_1.jpg,0,0,0,1,0
200710024,0,원형,"white, white",D:/drug/cropped\200710024_1.jpg,1,0,0,0,0
200809712,0,원형,"red_brown, red_brown",D:/drug/cropped\200809712_1.jpg,0,0,0,1,0
199001232,0,원형,"white, white",D:/drug/cropped\199001232_1.jpg,1,0,0,0,0
200710343,0,장방형,"white, white",D:/drug/cropped\200710343_1.jpg,1,0,0,0,0
200710344,0,장방형,"white, white",D:/drug/cropped\200710344_1.jpg,1,0,0,0,0
200806073,1,장방형,"red_brown, red_brown",D:/drug/cropped\200806073_1.jpg,0,0,0,1,0
200710066,0,원형,"white, white",D:/drug/cropped\200710066_1.jpg,1,0,0,0,0
200708863,0,원형,"white, white",D:/drug/cropped\200708863_1.jpg,1,0,0,0,0
200809725,0,타원형,"white, white",D:/drug/cropped\200809725_1.jpg,1,0,0,0,0
200611052,0,원형,"yellow, yellow",D:/drug/cropped\200611052_1.jpg,0,1,0,0,0
200611053,0,원형,"red_brown, red_brown",D:/drug/cropped\200611053_1.jpg,0,0,0,1,0
200710273,0,타원형,"white, white",D:/drug/cropped\200710273_1.jpg,1,0,0,0,0
200808753,1,장방형,"red_brown, yellow",D:/drug/cropped\200808753_1.jpg,0,1,0,1,0
200706243,0,원형,"yellow, yellow",D:/drug/cropped\200706243_1.jpg,0,1,0,0,0
199501060,0,타원형,"red_brown, red_brown",D:/drug/cropped\199501060_1.jpg,0,0,0,1,0
200403849,0,원형,"white, white",D:/drug/cropped\200403849_1.jpg,1,0,0,0,0
200611334,0,각형,"red_brown, red_brown",D:/drug/cropped\200611334_1.jpg,0,0,0,1,0
200611338,0,장방형,"black_blue_purple, black_blue_purple",D:/drug/cropped\200611338_1.jpg,0,0,0,0,1
200709412,0,원형,"red_brown, red_brown",D:/drug/cropped\200709412_1.jpg,0,0,0,1,0
199401536,0,타원형,"white, white",D:/drug/cropped\199401536_1.jpg,1,0,0,0,0
200702100,0,원형,"white, white",D:/drug/cropped\200702100_1.jpg,1,0,0,0,0
200702191,0,원형,"yellow, yellow",D:/drug/cropped\200702191_1.jpg,0,1,0,0,0
200710715,0,원형,"white, white",D:/drug/cropped\200710715_1.jpg,1,0,0,0,0
200402951,0,원형,"red_brown, red_brown",D:/drug/cropped\200402951_1.jpg,0,0,0,1,0
200710705,0,타원형,"white, white",D:/drug/cropped\200710705_1.jpg,1,0,0,0,0
200711793,0,장방형,"yellow, yellow",D:/drug/cropped\200711793_1.jpg,0,1,0,0,0
200803810,0,각형,"red_brown, red_brown",D:/drug/cropped\200803810_1.jpg,0,0,0,1,0
200710082,1,장방형,"red_brown, red_brown",D:/drug/cropped\200710082_1.jpg,0,0,0,1,0
199801524,0,각형,"yellow, yellow",D:/drug/cropped\199801524_1.jpg,0,1,0,0,0
200707755,0,원형,"white, white",D:/drug/cropped\200707755_1.jpg,1,0,0,0,0
200712127,1,장방형,"red_brown, red_brown",D:/drug/cropped\200712127_1.jpg,0,0,0,1,0
200706400,1,장방형,"red_brown, red_brown",D:/drug/cropped\200706400_1.jpg,0,0,0,1,0
200300104,0,기타,"green, green",D:/drug/cropped\200300104_1.jpg,0,0,1,0,0
200000222,0,원형,"white, white",D:/drug/cropped\200000222_1.jpg,1,0,0,0,0
200809207,0,타원형,"red_brown, red_brown",D:/drug/cropped\200809207_1.jpg,0,0,0,1,0
200708297,0,기타,"yellow, yellow",D:/drug/cropped\200708297_1.jpg,0,1,0,0,0
200708435,0,원형,"yellow, yellow",D:/drug/cropped\200708435_1.jpg,0,1,0,0,0
200709388,0,원형,"white, white",D:/drug/cropped\200709388_1.jpg,1,0,0,0,0
200612560,0,원형,"white, white",D:/drug/cropped\200612560_1.jpg,1,0,0,0,0
200610951,0,각형,"red_brown, red_brown",D:/drug/cropped\200610951_1.jpg,0,0,0,1,0
200611033,0,장방형,"black_blue_purple, black_blue_purple",D:/drug/cropped\200611033_1.jpg,0,0,0,0,1
199802392,1,장방형,"red_brown, red_brown",D:/drug/cropped\199802392_1.jpg,0,0,0,1,0
200811351,0,장방형,"white, white",D:/drug/cropped\200811351_1.jpg,1,0,0,0,0
200706454,0,타원형,"green, green",D:/drug/cropped\200706454_1.jpg,0,0,1,0,0
200706467,0,원형,"green, green",D:/drug/cropped\200706467_1.jpg,0,0,1,0,0
200301046,0,원형,"black_blue_purple, black_blue_purple",D:/drug/cropped\200301046_1.jpg,0,0,0,0,1
200809791,0,타원형,"yellow, yellow",D:/drug/cropped\200809791_1.jpg,0,1,0,0,0
200709786,0,타원형,"white, white",D:/drug/cropped\200709786_1.jpg,1,0,0,0,0
200709818,0,기타,"black_blue_purple, black_blue_purple",D:/drug/cropped\200709818_1.jpg,0,0,0,0,1
198500715,0,원형,"yellow, yellow",D:/drug/cropped\198500715_1.jpg,0,1,0,0,0
200703435,0,원형,"white, white",D:/drug/cropped\200703435_1.jpg,1,0,0,0,0
200710957,0,타원형,"red_brown, red_brown",D:/drug/cropped\200710957_1.jpg,0,0,0,1,0
200711438,0,원형,"white, white",D:/drug/cropped\200711438_1.jpg,1,0,0,0,0
200203530,0,장방형,"red_brown, red_brown",D:/drug/cropped\200203530_1.jpg,0,0,0,1,0
200402137,0,기타,"green, green",D:/drug/cropped\200402137_1.jpg,0,0,1,0,0
200711114,0,각형,"yellow, yellow",D:/drug/cropped\200711114_1.jpg,0,1,0,0,0
200809465,0,타원형,"white, white",D:/drug/cropped\200809465_1.jpg,1,0,0,0,0
200711216,0,타원형,"yellow, yellow",D:/drug/cropped\200711216_1.jpg,0,1,0,0,0
200711286,1,장방형,"red_brown, red_brown",D:/drug/cropped\200711286_1.jpg,0,0,0,1,0
200701891,0,장방형,"white, white",D:/drug/cropped\200701891_1.jpg,1,0,0,0,0
200701913,0,장방형,"white, white",D:/drug/cropped\200701913_1.jpg,1,0,0,0,0
200701915,0,장방형,"white, white",D:/drug/cropped\200701915_1.jpg,1,0,0,0,0
200708204,0,원형,"red_brown, red_brown",D:/drug/cropped\200708204_1.jpg,0,0,0,1,0
200707847,0,원형,"red_brown, red_brown",D:/drug/cropped\200707847_1.jpg,0,0,0,1,0
200708367,0,원형,"white, white",D:/drug/cropped\200708367_1.jpg,1,0,0,0,0
200708381,0,원형,"yellow, yellow",D:/drug/cropped\200708381_1.jpg,0,1,0,0,0
200708432,1,장방형,"red_brown, red_brown",D:/drug/cropped\200708432_1.jpg,0,0,0,1,0
200809486,0,원형,"red_brown, red_brown",D:/drug/cropped\200809486_1.jpg,0,0,0,1,0
200308550,1,장방형,"black_blue_purple, white",D:/drug/cropped\200308550_1.jpg,1,0,0,0,1
200512244,0,타원형,"white, white",D:/drug/cropped\200512244_1.jpg,1,0,0,0,0
